  TimeWindow  Iteration  ResAbsOrRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
   649       2   0.00000000e+00   2.52195941e-03
   650       1   0.00000000e+00   2.47445962e-03
   650       2   0.00000000e+00   2.47338662e-03
   651       1   0.00000000e+00   2.42698945e-03
   651       2   0.00000000e+00   2.42612846e-03
   652       1   0.00000000e+00   2.37889819e-03
   652       2   0.00000000e+00   2.37775515e-03
   653       1   0.00000000e+00   2.33242795e-03
   653       2   0.00000000e+00   2.33148765e-03
   654       1   0.00000000e+00   2.28705422e-03
   654       2   0.00000000e+00   2.28593946e-03
   655       1   0.00000000e+00   2.24055249e-03
   655       2   0.00000000e+00   2.23989495e-03
   656       1   0.00000000e+00   2.19642758e-03
   656       2   0.00000000e+00   2.19490958e-03
   657       1   0.00000000e+00   2.15236917e-03
   657       2   0.00000000e+00   2.15189246e-03
   658       1   0.00000000e+00   2.10828162e-03
   658       2   0.00000000e+00   2.10709446e-03
   659       1   0.00000000e+00   2.06562755e-03
   659       2   0.00000000e+00   2.06457128e-03
   660       1   0.00000000e+00   2.02388646e-03
   660       2   0.00000000e+00   2.02314109e-03
   661       1   0.00000000e+00   1.98208674e-03
   661       2   0.00000000e+00   1.98103994e-03
   662       1   0.00000000e+00   1.94152476e-03
   662       2   0.00000000e+00   1.94039085e-03
   663       1   0.00000000e+00   1.90152109e-03
   663       2   0.00000000e+00   1.90099751e-03
   664       1   0.00000000e+00   1.86148686e-03
   664       2   0.00000000e+00   1.86015572e-03
   665       1   0.00000000e+00   1.82254766e-03
   665       2   0.00000000e+00   1.82191880e-03
   666       1   0.00000000e+00   1.78569852e-03
   666       2   0.00000000e+00   1.78438628e-03
   667       1   0.00000000e+00   1.74651062e-03
   667       2   0.00000000e+00   1.74635583e-03
   668       1   0.00000000e+00   1.71153543e-03
   668       2   0.00000000e+00   1.70939281e-03
   669       1   0.00000000e+00   1.67386280e-03
   669       2   0.00000000e+00   1.67443958e-03
   670       1   0.00000000e+00   1.63922953e-03
   670       2   0.00000000e+00   1.63706765e-03
   671       1   0.00000000e+00   1.60325865e-03
   671       2   0.00000000e+00   1.60313848e-03
   672       1   0.00000000e+00   1.57062226e-03
   672       2   0.00000000e+00   1.56932455e-03
   673       1   0.00000000e+00   1.53536946e-03
   673       2   0.00000000e+00   1.53490705e-03
   674       1   0.00000000e+00   1.50364338e-03
   674       2   0.00000000e+00   1.50210007e-03
   675       1   0.00000000e+00   1.47080057e-03
   675       2   0.00000000e+00   1.47076923e-03
   676       1   0.00000000e+00   1.43924332e-03
   676       2   0.00000000e+00   1.43764625e-03
   677       1   0.00000000e+00   1.40761368e-03
   677       2   0.00000000e+00   1.40728785e-03
   678       1   0.00000000e+00   1.37893332e-03
   678       2   0.00000000e+00   1.37759237e-03
   679       1   0.00000000e+00   1.34777266e-03
   679       2   0.00000000e+00   1.34744359e-03
   680       1   0.00000000e+00   1.31915990e-03
   680       2   0.00000000e+00   1.31775941e-03
   681       1   0.00000000e+00   1.28999895e-03
   681       2   0.00000000e+00   1.28979179e-03
   682       1   0.00000000e+00   1.26247568e-03
   682       2   0.00000000e+00   1.26097068e-03
   683       1   0.00000000e+00   1.23473453e-03
   683       2   0.00000000e+00   1.23443715e-03
   684       1   0.00000000e+00   1.20904589e-03
   684       2   0.00000000e+00   1.20782746e-03
   685       1   0.00000000e+00   1.18143174e-03
   685       2   0.00000000e+00   1.18105780e-03
   686       1   0.00000000e+00   1.15715874e-03
   686       2   0.00000000e+00   1.15560736e-03
   687       1   0.00000000e+00   1.13140755e-03
   687       2   0.00000000e+00   1.13148755e-03
   688       1   0.00000000e+00   1.10693265e-03
   688       2   0.00000000e+00   1.10542848e-03
   689       1   0.00000000e+00   1.08293836e-03
   689       2   0.00000000e+00   1.08241808e-03
   690       1   0.00000000e+00   1.06086387e-03
   690       2   0.00000000e+00   1.06001984e-03
   691       1   0.00000000e+00   1.03768529e-03
   691       2   0.00000000e+00   1.03666115e-03
   692       1   0.00000000e+00   1.01391284e-03
   692       2   0.00000000e+00   1.01389128e-03
   693       1   0.00000000e+00   9.95493562e-04
   693       2   0.00000000e+00   9.92991568e-04
   694       1   0.00000000e+00   9.69599140e-04
   694       2   0.00000000e+00   9.71423049e-04
   695       1   0.00000000e+00   9.53567943e-04
   695       2   0.00000000e+00   9.49699481e-04
   696       1   0.00000000e+00   9.29634321e-04
   696       2   0.00000000e+00   9.31633404e-04
   697       1   0.00000000e+00   9.13240722e-04
   697       2   0.00000000e+00   9.10483117e-04
   698       1   0.00000000e+00   8.91831181e-04
   698       2   0.00000000e+00   8.91880306e-04
   699       1   0.00000000e+00   8.74500140e-04
   699       2   0.00000000e+00   8.73774506e-04
   700       1   0.00000000e+00   8.54799317e-04
   700       2   0.00000000e+00   8.53869623e-04
   701       1   0.00000000e+00   8.39690929e-04
   701       2   0.00000000e+00   8.38116073e-04
   702       1   0.00000000e+00   8.20081225e-04
   702       2   0.00000000e+00   8.21232207e-04
   703       1   0.00000000e+00   8.05848236e-04
   703       2   0.00000000e+00   8.02552402e-04
   704       1   0.00000000e+00   7.86468450e-04
   704       2   0.00000000e+00   7.87925492e-04
   705       1   0.00000000e+00   7.74269223e-04
   705       2   0.00000000e+00   7.71878901e-04
   706       1   0.00000000e+00   7.55645636e-04
   706       2   0.00000000e+00   7.55750023e-04
   707       1   0.00000000e+00   7.41862857e-04
   707       2   0.00000000e+00   7.40833739e-04
   708       1   0.00000000e+00   7.27608459e-04
   708       2   0.00000000e+00   7.26468768e-04
   709       1   0.00000000e+00   7.12433292e-04
   709       2   0.00000000e+00   7.12564344e-04
   710       1   0.00000000e+00   7.01590400e-04
   710       2   0.00000000e+00   6.99036871e-04
   711       1   0.00000000e+00   6.84987102e-04
   711       2   0.00000000e+00   6.86668018e-04
   712       1   0.00000000e+00   6.74531123e-04
   712       2   0.00000000e+00   6.71059119e-04
   713       1   0.00000000e+00   6.58073106e-04
   713       2   0.00000000e+00   6.59637605e-04
   714       1   0.00000000e+00   6.49469636e-04
   714       2   0.00000000e+00   6.46866366e-04
   715       1   0.00000000e+00   6.34844152e-04
   715       2   0.00000000e+00   6.35127863e-04
   716       1   0.00000000e+00   6.24780684e-04
   716       2   0.00000000e+00   6.23488303e-04
   717       1   0.00000000e+00   6.13681829e-04
   717       2   0.00000000e+00   6.12784309e-04
   718       1   0.00000000e+00   6.01275051e-04
   718       2   0.00000000e+00   6.01107776e-04
   719       1   0.00000000e+00   5.92492221e-04
   719       2   0.00000000e+00   5.90579961e-04
   720       1   0.00000000e+00   5.81285990e-04
   720       2   0.00000000e+00   5.81623088e-04
   721       1   0.00000000e+00   5.72471224e-04
   721       2   0.00000000e+00   5.70832277e-04
   722       1   0.00000000e+00   5.62609533e-04
   722       2   0.00000000e+00   5.62143179e-04
   723       1   0.00000000e+00   5.55834770e-04
   723       2   0.00000000e+00   5.54345312e-04
   724       1   0.00000000e+00   5.41908863e-04
   724       2   0.00000000e+00   5.43064585e-04
   725       1   0.00000000e+00   5.38664187e-04
   725       2   0.00000000e+00   5.34113662e-04
   726       1   0.00000000e+00   5.24076174e-04
   726       2   0.00000000e+00   5.28091123e-04
   727       1   0.00000000e+00   5.22823100e-04
   727       2   0.00000000e+00   5.16838323e-04
   728       1   0.00000000e+00   5.07304215e-04
   728       2   0.00000000e+00   5.10956960e-04
   729       1   0.00000000e+00   5.06421963e-04
   729       2   0.00000000e+00   5.02112305e-04
   730       1   0.00000000e+00   4.92580726e-04
   730       2   0.00000000e+00   4.94262386e-04
   731       1   0.00000000e+00   4.90610744e-04
   731       2   0.00000000e+00   4.87598885e-04
   732       1   0.00000000e+00   4.80504690e-04
   732       2   0.00000000e+00   4.81651587e-04
   733       1   0.00000000e+00   4.77163926e-04
   733       2   0.00000000e+00   4.74280953e-04
   734       1   0.00000000e+00   4.67776846e-04
   734       2   0.00000000e+00   4.68752532e-04
   735       1   0.00000000e+00   4.65425726e-04
   735       2   0.00000000e+00   4.62863918e-04
   736       1   0.00000000e+00   4.55915066e-04
   736       2   0.00000000e+00   4.56542027e-04
   737       1   0.00000000e+00   4.53236041e-04
   737       2   0.00000000e+00   4.50904050e-04
   738       1   0.00000000e+00   4.46130275e-04
   738       2   0.00000000e+00   4.46466936e-04
   739       1   0.00000000e+00   4.42029239e-04
   739       2   0.00000000e+00   4.40079400e-04
   740       1   0.00000000e+00   4.34961971e-04
   740       2   0.00000000e+00   4.35029886e-04
   741       1   0.00000000e+00   4.33193288e-04
   741       2   0.00000000e+00   4.31000547e-04
   742       1   0.00000000e+00   4.24718557e-04
   742       2   0.00000000e+00   4.25524260e-04
   743       1   0.00000000e+00   4.23458366e-04
   743       2   0.00000000e+00   4.20500858e-04
   744       1   0.00000000e+00   4.16932660e-04
   744       2   0.00000000e+00   4.17871269e-04
   745       1   0.00000000e+00   4.14705081e-04
   745       2   0.00000000e+00   4.12307353e-04
   746       1   0.00000000e+00   4.08544791e-04
   746       2   0.00000000e+00   4.08541593e-04
   747       1   0.00000000e+00   4.06799780e-04
   747       2   0.00000000e+00   4.05217779e-04
   748       1   0.00000000e+00   4.00639935e-04
   748       2   0.00000000e+00   4.00468621e-04
   749       1   0.00000000e+00   4.00242274e-04
   749       2   0.00000000e+00   3.97693282e-04
   750       1   0.00000000e+00   3.93107428e-04
   750       2   0.00000000e+00   3.94693221e-04
   751       1   0.00000000e+00   3.93213513e-04
   751       2   0.00000000e+00   3.89185869e-04
   752       1   0.00000000e+00   3.85980185e-04
   752       2   0.00000000e+00   3.87787500e-04
   753       1   0.00000000e+00   3.87417301e-04
   753       2   0.00000000e+00   3.84243831e-04
   754       1   0.00000000e+00   3.79701393e-04
   754       2   0.00000000e+00   3.80534400e-04
   755       1   0.00000000e+00   3.80800235e-04
   755       2   0.00000000e+00   3.77981632e-04
   756       1   0.00000000e+00   3.75150662e-04
   756       2   0.00000000e+00   3.76017657e-04
   757       1   0.00000000e+00   3.74481550e-04
   757       2   0.00000000e+00   3.71851990e-04
   758       1   0.00000000e+00   3.70109162e-04
   758       2   0.00000000e+00   3.70246217e-04
   759       1   0.00000000e+00   3.70526755e-04
   759       2   0.00000000e+00   3.68553864e-04
   760       1   0.00000000e+00   3.64304704e-04
   760       2   0.00000000e+00   3.64476153e-04
   761       1   0.00000000e+00   3.63906597e-04
   761       2   0.00000000e+00   3.61187641e-04
   762       1   0.00000000e+00   3.57239750e-04
   762       2   0.00000000e+00   3.58858963e-04
   763       1   0.00000000e+00   3.60418029e-04
   763       2   0.00000000e+00   3.55722282e-04
   764       1   0.00000000e+00   3.52886376e-04
   764       2   0.00000000e+00   3.56306602e-04
   765       1   0.00000000e+00   3.61310253e-04
   765       2   0.00000000e+00   3.54988641e-04
   766       1   0.00000000e+00   3.49313589e-04
   766       2   0.00000000e+00   3.53930359e-04
   767       1   0.00000000e+00   3.54966443e-04
   767       2   0.00000000e+00   3.49006655e-04
   768       1   0.00000000e+00   3.47482852e-04
   768       2   0.00000000e+00   3.49794966e-04
   769       1   0.00000000e+00   3.49868235e-04
   769       2   0.00000000e+00   3.47102320e-04
   770       1   0.00000000e+00   3.46100853e-04
   770       2   0.00000000e+00   3.45370211e-04
   771       1   0.00000000e+00   3.45528126e-04
   771       2   0.00000000e+00   3.45024829e-04
   772       1   0.00000000e+00   3.43465518e-04
   772       2   0.00000000e+00   3.41534990e-04
   773       1   0.00000000e+00   3.40806850e-04
   773       2   0.00000000e+00   3.40657824e-04
   774       1   0.00000000e+00   3.41532585e-04
   774       2   0.00000000e+00   3.39528768e-04
   775       1   0.00000000e+00   3.37806386e-04
   775       2   0.00000000e+00   3.37750845e-04
   776       1   0.00000000e+00   3.38577490e-04
   776       2   0.00000000e+00   3.36267025e-04
   777       1   0.00000000e+00   3.35300981e-04
   777       2   0.00000000e+00   3.35648750e-04
   778       1   0.00000000e+00   3.34858577e-04
   778       2   0.00000000e+00   3.32634802e-04
   779       1   0.00000000e+00   3.33200017e-04
   779       2   0.00000000e+00   3.32568989e-04
   780       1   0.00000000e+00   3.32855200e-04
   780       2   0.00000000e+00   3.32069109e-04
   781       1   0.00000000e+00   3.31708525e-04
   781       2   0.00000000e+00   3.29768100e-04
   782       1   0.00000000e+00   3.28846725e-04
   782       2   0.00000000e+00   3.28995032e-04
   783       1   0.00000000e+00   3.30456990e-04
   783       2   0.00000000e+00   3.27855566e-04
   784       1   0.00000000e+00   3.25442724e-04
   784       2   0.00000000e+00   3.26157589e-04
   785       1   0.00000000e+00   3.27679100e-04
   785       2   0.00000000e+00   3.24695080e-04
   786       1   0.00000000e+00   3.24786245e-04
   786       2   0.00000000e+00   3.25281214e-04
   787       1   0.00000000e+00   3.24984756e-04
   787       2   0.00000000e+00   3.22881087e-04
   788       1   0.00000000e+00   3.22388668e-04
   788       2   0.00000000e+00   3.21805397e-04
   789       1   0.00000000e+00   3.22992684e-04
   789       2   0.00000000e+00   3.21596452e-04
   790       1   0.00000000e+00   3.19850766e-04
   790       2   0.00000000e+00   3.19281242e-04
   791       1   0.00000000e+00   3.20609104e-04
   791       2   0.00000000e+00   3.18548242e-04
   792       1   0.00000000e+00   3.18166931e-04
   792       2   0.00000000e+00   3.18447042e-04
   793       1   0.00000000e+00   3.18845204e-04
   793       2   0.00000000e+00   3.16165222e-04
   794       1   0.00000000e+00   3.15396033e-04
   794       2   0.00000000e+00   3.15829082e-04
   795       1   0.00000000e+00   3.17249104e-04
   795       2   0.00000000e+00   3.14799802e-04
   796       1   0.00000000e+00   3.12807481e-04
   796       2   0.00000000e+00   3.13057360e-04
   797       1   0.00000000e+00   3.14858917e-04
   797       2   0.00000000e+00   3.12219341e-04
   798       1   0.00000000e+00   3.11505630e-04
   798       2   0.00000000e+00   3.12106450e-04
   799       1   0.00000000e+00   3.12286955e-04
   799       2   0.00000000e+00   3.09632873e-04
   800       1   0.00000000e+00   3.09383347e-04
   800       2   0.00000000e+00   3.09440077e-04
   801       1   0.00000000e+00   3.10896350e-04
   801       2   0.00000000e+00   3.08865652e-04
   802       1   0.00000000e+00   3.06191458e-04
   802       2   0.00000000e+00   3.06305520e-04
   803       1   0.00000000e+00   3.08123256e-04
   803       2   0.00000000e+00   3.05707062e-04
   804       1   0.00000000e+00   3.08198365e-04
   804       2   0.00000000e+00   3.07495259e-04
   805       1   0.00000000e+00   3.04784134e-04
   805       2   0.00000000e+00   3.05021169e-04
